Year,State,State ANSI,Data Item,Value
2013,MICHIGAN,26,"HONEY - PRODUCTION, MEASURED IN LB",4675000
2013,MICHIGAN,26,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",55
2013,MINNESOTA,27,"HONEY - PRODUCTION, MEASURED IN $",15005000
2013,MINNESOTA,27,"HONEY - PRODUCTION, MEASURED IN LB",7540000
2013,MINNESOTA,27,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",58
2013,MISSISSIPPI,28,"HONEY - PRODUCTION, MEASURED IN $",3668000
2013,MISSISSIPPI,28,"HONEY - PRODUCTION, MEASURED IN LB",1972000
2013,MISSISSIPPI,28,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",116
2013,MISSOURI,29,"HONEY - PRODUCTION, MEASURED IN $",1231000
2013,MISSOURI,29,"HONEY - PRODUCTION, MEASURED IN LB",470000
2013,MISSOURI,29,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",47
2013,MONTANA,30,"HONEY - PRODUCTION, MEASURED IN $",31237000
2013,MONTANA,30,"HONEY - PRODUCTION, MEASURED IN LB",14946000
2013,MONTANA,30,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",94
2013,NEBRASKA,31,"HONEY - PRODUCTION, MEASURED IN $",5713000
2013,NEBRASKA,31,"HONEY - PRODUCTION, MEASURED IN LB",2760000
2013,NEBRASKA,31,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",60
2013,NEW JERSEY,34,"HONEY - PRODUCTION, MEASURED IN $",2028000
2013,NEW JERSEY,34,"HONEY - PRODUCTION, MEASURED IN LB",484000
2013,NEW JERSEY,34,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",44
2013,NEW YORK,36,"HONEY - PRODUCTION, MEASURED IN $",5597000
2013,NEW YORK,36,"HONEY - PRODUCTION, MEASURED IN LB",2640000
2013,NEW YORK,36,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",48
2013,NORTH CAROLINA,37,"HONEY - PRODUCTION, MEASURED IN $",1395000
2013,NORTH CAROLINA,37,"HONEY - PRODUCTION, MEASURED IN LB",380000
2013,NORTH CAROLINA,37,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",38
2013,NORTH DAKOTA,38,"HONEY - PRODUCTION, MEASURED IN $",67565000
2013,NORTH DAKOTA,38,"HONEY - PRODUCTION, MEASURED IN LB",33120000
2013,NORTH DAKOTA,38,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",69
2013,OHIO,39,"HONEY - PRODUCTION, MEASURED IN $",2517000
2013,OHIO,39,"HONEY - PRODUCTION, MEASURED IN LB",765000
2013,OHIO,39,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",45
2013,OREGON,41,"HONEY - PRODUCTION, MEASURED IN $",5186000
2013,OREGON,41,"HONEY - PRODUCTION, MEASURED IN LB",2170000
2013,OREGON,41,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",35
2013,OTHER STATES,,"HONEY - PRODUCTION, MEASURED IN $",4960000
2013,OTHER STATES,,"HONEY - PRODUCTION, MEASURED IN LB",1295000
2013,OTHER STATES,,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",39
2013,PENNSYLVANIA,42,"HONEY - PRODUCTION, MEASURED IN $",1773000
2013,PENNSYLVANIA,42,"HONEY - PRODUCTION, MEASURED IN LB",585000
2013,PENNSYLVANIA,42,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",45
2013,SOUTH DAKOTA,46,"HONEY - PRODUCTION, MEASURED IN $",30719000
2013,SOUTH DAKOTA,46,"HONEY - PRODUCTION, MEASURED IN LB",14840000
2013,SOUTH DAKOTA,46,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",56
2013,TENNESSEE,47,"HONEY - PRODUCTION, MEASURED IN $",1118000
2013,TENNESSEE,47,"HONEY - PRODUCTION, MEASURED IN LB",315000
2013,TENNESSEE,47,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",45
2013,TEXAS,48,"HONEY - PRODUCTION, MEASURED IN $",13133000
2013,TEXAS,48,"HONEY - PRODUCTION, MEASURED IN LB",6254000
2013,TEXAS,48,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",59
2013,UTAH,49,"HONEY - PRODUCTION, MEASURED IN $",2132000
2013,UTAH,49,"HONEY - PRODUCTION, MEASURED IN LB",1020000
2013,UTAH,49,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",34
2013,VERMONT,50,"HONEY - PRODUCTION, MEASURED IN $",794000
2013,VERMONT,50,"HONEY - PRODUCTION, MEASURED IN LB",204000
2013,VERMONT,50,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",51
2013,VIRGINIA,51,"HONEY - PRODUCTION, MEASURED IN $",788000
2013,VIRGINIA,51,"HONEY - PRODUCTION, MEASURED IN LB",175000
2013,VIRGINIA,51,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",35
2013,WASHINGTON,53,"HONEY - PRODUCTION, MEASURED IN $",6189000
2013,WASHINGTON,53,"HONEY - PRODUCTION, MEASURED IN LB",2691000
2013,WASHINGTON,53,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",39
2013,WEST VIRGINIA,54,"HONEY - PRODUCTION, MEASURED IN $",1010000
2013,WEST VIRGINIA,54,"HONEY - PRODUCTION, MEASURED IN LB",276000
2013,WEST VIRGINIA,54,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",46
2013,WISCONSIN,55,"HONEY - PRODUCTION, MEASURED IN $",8425000
2013,WISCONSIN,55,"HONEY - PRODUCTION, MEASURED IN LB",3540000
2013,WISCONSIN,55,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",60
2013,WYOMING,56,"HONEY - PRODUCTION, MEASURED IN $",6545000
2013,WYOMING,56,"HONEY - PRODUCTION, MEASURED IN LB",3102000
2013,WYOMING,56,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",66
2012,ALABAMA,1,"HONEY - PRODUCTION, MEASURED IN $",1067000
2012,ALABAMA,1,"HONEY - PRODUCTION, MEASURED IN LB",432000
2012,ALABAMA,1,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",54
2012,ARIZONA,4,"HONEY - PRODUCTION, MEASURED IN $",1811000
2012,ARIZONA,4,"HONEY - PRODUCTION, MEASURED IN LB",1012000
2012,ARIZONA,4,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",46
2012,ARKANSAS,5,"HONEY - PRODUCTION, MEASURED IN $",3119000
2012,ARKANSAS,5,"HONEY - PRODUCTION, MEASURED IN LB",1575000
2012,ARKANSAS,5,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",63
2012,CALIFORNIA,6,"HONEY - PRODUCTION, MEASURED IN $",22407000
2012,CALIFORNIA,6,"HONEY - PRODUCTION, MEASURED IN LB",11550000
2012,CALIFORNIA,6,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",35
2012,COLORADO,8,"HONEY - PRODUCTION, MEASURED IN $",2484000
2012,COLORADO,8,"HONEY - PRODUCTION, MEASURED IN LB",1200000
2012,COLORADO,8,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",48
2012,FLORIDA,12,"HONEY - PRODUCTION, MEASURED IN $",22728000
2012,FLORIDA,12,"HONEY - PRODUCTION, MEASURED IN LB",12352000
2012,FLORIDA,12,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",64
2012,GEORGIA,13,"HONEY - PRODUCTION, MEASURED IN $",5777000
2012,GEORGIA,13,"HONEY - PRODUCTION, MEASURED IN LB",3009000
2012,GEORGIA,13,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",51
2012,HAWAII,15,"HONEY - PRODUCTION, MEASURED IN $",3113000
2012,HAWAII,15,"HONEY - PRODUCTION, MEASURED IN LB",750000
2012,HAWAII,15,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",75
2012,IDAHO,16,"HONEY - PRODUCTION, MEASURED IN $",4799000
2012,IDAHO,16,"HONEY - PRODUCTION, MEASURED IN LB",2944000
2012,IDAHO,16,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",32
2012,ILLINOIS,17,"HONEY - PRODUCTION, MEASURED IN $",1516000
2012,ILLINOIS,17,"HONEY - PRODUCTION, MEASURED IN LB",427000
2012,ILLINOIS,17,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",61
2012,INDIANA,18,"HONEY - PRODUCTION, MEASURED IN $",1199000
2012,INDIANA,18,"HONEY - PRODUCTION, MEASURED IN LB",472000
2012,INDIANA,18,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",59
2012,IOWA,19,"HONEY - PRODUCTION, MEASURED IN $",4898000
2012,IOWA,19,"HONEY - PRODUCTION, MEASURED IN LB",2257000
2012,IOWA,19,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",61
2012,KANSAS,20,"HONEY - PRODUCTION, MEASURED IN $",752000
2012,KANSAS,20,"HONEY - PRODUCTION, MEASURED IN LB",330000
2012,KANSAS,20,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",55
2012,KENTUCKY,21,"HONEY - PRODUCTION, MEASURED IN $",803000
2012,KENTUCKY,21,"HONEY - PRODUCTION, MEASURED IN LB",255000
2012,KENTUCKY,21,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",51
2012,LOUISIANA,22,"HONEY - PRODUCTION, MEASURED IN $",6453000
2012,LOUISIANA,22,"HONEY - PRODUCTION, MEASURED IN LB",3526000
2012,LOUISIANA,22,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",86
2012,MAINE,23,"HONEY - PRODUCTION, MEASURED IN $",325000
2012,MAINE,23,"HONEY - PRODUCTION, MEASURED IN LB",136000
2012,MAINE,23,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",34
2012,MICHIGAN,26,"HONEY - PRODUCTION, MEASURED IN $",8447000
2012,MICHIGAN,26,"HONEY - PRODUCTION, MEASURED IN LB",4161000
2012,MICHIGAN,26,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",57
2012,MINNESOTA,27,"HONEY - PRODUCTION, MEASURED IN $",16080000
2012,MINNESOTA,27,"HONEY - PRODUCTION, MEASURED IN LB",8375000
2012,MINNESOTA,27,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",67
2012,MISSISSIPPI,28,"HONEY - PRODUCTION, MEASURED IN $",3759000
2012,MISSISSIPPI,28,"HONEY - PRODUCTION, MEASURED IN LB",2124000
2012,MISSISSIPPI,28,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",118
2012,MISSOURI,29,"HONEY - PRODUCTION, MEASURED IN $",1039000
2012,MISSOURI,29,"HONEY - PRODUCTION, MEASURED IN LB",371000
2012,MISSOURI,29,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",53
2012,MONTANA,30,"HONEY - PRODUCTION, MEASURED IN $",14703000
2012,MONTANA,30,"HONEY - PRODUCTION, MEASURED IN LB",7540000
2012,MONTANA,30,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",52
2012,NEBRASKA,31,"HONEY - PRODUCTION, MEASURED IN $",5394000
2012,NEBRASKA,31,"HONEY - PRODUCTION, MEASURED IN LB",2795000
2012,NEBRASKA,31,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",65
2012,NEW JERSEY,34,"HONEY - PRODUCTION, MEASURED IN $",910000
2012,NEW JERSEY,34,"HONEY - PRODUCTION, MEASURED IN LB",462000
2012,NEW JERSEY,34,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",33
2012,NEW MEXICO,35,"HONEY - PRODUCTION, MEASURED IN $",881000
2012,NEW MEXICO,35,"HONEY - PRODUCTION, MEASURED IN LB",260000
2012,NEW MEXICO,35,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",52
2012,NEW YORK,36,"HONEY - PRODUCTION, MEASURED IN $",5800000
2012,NEW YORK,36,"HONEY - PRODUCTION, MEASURED IN LB",2601000
2012,NEW YORK,36,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",51
2012,NORTH CAROLINA,37,"HONEY - PRODUCTION, MEASURED IN $",1906000
2012,NORTH CAROLINA,37,"HONEY - PRODUCTION, MEASURED IN LB",507000
2012,NORTH CAROLINA,37,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",39
2012,NORTH DAKOTA,38,"HONEY - PRODUCTION, MEASURED IN $",63590000
2012,NORTH DAKOTA,38,"HONEY - PRODUCTION, MEASURED IN LB",33120000
2012,NORTH DAKOTA,38,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",69
2012,OHIO,39,"HONEY - PRODUCTION, MEASURED IN $",2657000
2012,OHIO,39,"HONEY - PRODUCTION, MEASURED IN LB",1080000
2012,OHIO,39,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",60
2012,OREGON,41,"HONEY - PRODUCTION, MEASURED IN $",4147000
2012,OREGON,41,"HONEY - PRODUCTION, MEASURED IN LB",1920000
2012,OREGON,41,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",32
2012,OTHER STATES,,"HONEY - PRODUCTION, MEASURED IN $",4320000
2012,OTHER STATES,,"HONEY - PRODUCTION, MEASURED IN LB",1389000
2012,OTHER STATES,,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",46
2012,PENNSYLVANIA,42,"HONEY - PRODUCTION, MEASURED IN $",2467000
2012,PENNSYLVANIA,42,"HONEY - PRODUCTION, MEASURED IN LB",960000
2012,PENNSYLVANIA,42,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",60
2012,SOUTH DAKOTA,46,"HONEY - PRODUCTION, MEASURED IN $",31941000
2012,SOUTH DAKOTA,46,"HONEY - PRODUCTION, MEASURED IN LB",16380000
2012,SOUTH DAKOTA,46,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",63
2012,TENNESSEE,47,"HONEY - PRODUCTION, MEASURED IN $",1072000
2012,TENNESSEE,47,"HONEY - PRODUCTION, MEASURED IN LB",366000
2012,TENNESSEE,47,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",61
2012,TEXAS,48,"HONEY - PRODUCTION, MEASURED IN $",9568000
2012,TEXAS,48,"HONEY - PRODUCTION, MEASURED IN LB",4784000
2012,TEXAS,48,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",52
2012,UTAH,49,"HONEY - PRODUCTION, MEASURED IN $",1777000
2012,UTAH,49,"HONEY - PRODUCTION, MEASURED IN LB",950000
2012,UTAH,49,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",38
2012,VERMONT,50,"HONEY - PRODUCTION, MEASURED IN $",574000
2012,VERMONT,50,"HONEY - PRODUCTION, MEASURED IN LB",240000
2012,VERMONT,50,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",60
2012,VIRGINIA,51,"HONEY - PRODUCTION, MEASURED IN $",618000
2012,VIRGINIA,51,"HONEY - PRODUCTION, MEASURED IN LB",164000
2012,VIRGINIA,51,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",41
2012,WASHINGTON,53,"HONEY - PRODUCTION, MEASURED IN $",6050000
2012,WASHINGTON,53,"HONEY - PRODUCTION, MEASURED IN LB",2542000
2012,WASHINGTON,53,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",41
2012,WEST VIRGINIA,54,"HONEY - PRODUCTION, MEASURED IN $",838000
2012,WEST VIRGINIA,54,"HONEY - PRODUCTION, MEASURED IN LB",288000
2012,WEST VIRGINIA,54,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",48
2012,WISCONSIN,55,"HONEY - PRODUCTION, MEASURED IN $",8487000
2012,WISCONSIN,55,"HONEY - PRODUCTION, MEASURED IN LB",4140000
2012,WISCONSIN,55,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",69
2012,WYOMING,56,"HONEY - PRODUCTION, MEASURED IN $",4769000
2012,WYOMING,56,"HONEY - PRODUCTION, MEASURED IN LB",2550000
2012,WYOMING,56,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",51
2011,ALABAMA,1,"HONEY - PRODUCTION, MEASURED IN $",1130000
2011,ALABAMA,1,"HONEY - PRODUCTION, MEASURED IN LB",450000
2011,ALABAMA,1,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",50
2011,ARIZONA,4,"HONEY - PRODUCTION, MEASURED IN $",1889000
2011,ARIZONA,4,"HONEY - PRODUCTION, MEASURED IN LB",1219000
2011,ARIZONA,4,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",53
2011,ARKANSAS,5,"HONEY - PRODUCTION, MEASURED IN $",2281000
2011,ARKANSAS,5,"HONEY - PRODUCTION, MEASURED IN LB",1408000
2011,ARKANSAS,5,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",64
2011,CALIFORNIA,6,"HONEY - PRODUCTION, MEASURED IN $",29304000
2011,CALIFORNIA,6,"HONEY - PRODUCTION, MEASURED IN LB",17760000
2011,CALIFORNIA,6,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",48
2011,COLORADO,8,"HONEY - PRODUCTION, MEASURED IN $",3410000
2011,COLORADO,8,"HONEY - PRODUCTION, MEASURED IN LB",1705000
2011,COLORADO,8,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",55
2011,FLORIDA,12,"HONEY - PRODUCTION, MEASURED IN $",18446000
2011,FLORIDA,12,"HONEY - PRODUCTION, MEASURED IN LB",10980000
2011,FLORIDA,12,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",61
2011,GEORGIA,13,"HONEY - PRODUCTION, MEASURED IN $",4612000
2011,GEORGIA,13,"HONEY - PRODUCTION, MEASURED IN LB",2795000
2011,GEORGIA,13,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",43
2011,HAWAII,15,"HONEY - PRODUCTION, MEASURED IN $",2431000
2011,HAWAII,15,"HONEY - PRODUCTION, MEASURED IN LB",666000
2011,HAWAII,15,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",74
2011,IDAHO,16,"HONEY - PRODUCTION, MEASURED IN $",5575000
2011,IDAHO,16,"HONEY - PRODUCTION, MEASURED IN LB",3132000
2011,IDAHO,16,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",36
2011,ILLINOIS,17,"HONEY - PRODUCTION, MEASURED IN $",1365000
2011,ILLINOIS,17,"HONEY - PRODUCTION, MEASURED IN LB",350000
2011,ILLINOIS,17,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",50
2011,INDIANA,18,"HONEY - PRODUCTION, MEASURED IN $",873000
2011,INDIANA,18,"HONEY - PRODUCTION, MEASURED IN LB",408000
2011,INDIANA,18,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",51
2011,IOWA,19,"HONEY - PRODUCTION, MEASURED IN $",3038000
2011,IOWA,19,"HONEY - PRODUCTION, MEASURED IN LB",1550000
2011,IOWA,19,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",62
2011,KANSAS,20,"HONEY - PRODUCTION, MEASURED IN $",662000
2011,KANSAS,20,"HONEY - PRODUCTION, MEASURED IN LB",308000
2011,KANSAS,20,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",44
2011,KENTUCKY,21,"HONEY - PRODUCTION, MEASURED IN $",495000
2011,KENTUCKY,21,"HONEY - PRODUCTION, MEASURED IN LB",156000
2011,KENTUCKY,21,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",39
2011,LOUISIANA,22,"HONEY - PRODUCTION, MEASURED IN $",4629000
2011,LOUISIANA,22,"HONEY - PRODUCTION, MEASURED IN LB",2772000
2011,LOUISIANA,22,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",77
2011,MAINE,23,"HONEY - PRODUCTION, MEASURED IN $",238000
2011,MAINE,23,"HONEY - PRODUCTION, MEASURED IN LB",120000
2011,MAINE,23,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",30
2011,MICHIGAN,26,"HONEY - PRODUCTION, MEASURED IN $",8572000
2011,MICHIGAN,26,"HONEY - PRODUCTION, MEASURED IN LB",4736000
2011,MICHIGAN,26,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",64
2011,MINNESOTA,27,"HONEY - PRODUCTION, MEASURED IN $",10367000
2011,MINNESOTA,27,"HONEY - PRODUCTION, MEASURED IN LB",6360000
2011,MINNESOTA,27,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",53
2011,MISSISSIPPI,28,"HONEY - PRODUCTION, MEASURED IN $",3167000
2011,MISSISSIPPI,28,"HONEY - PRODUCTION, MEASURED IN LB",2070000
2011,MISSISSIPPI,28,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",115
2011,MISSOURI,29,"HONEY - PRODUCTION, MEASURED IN $",736000
2011,MISSOURI,29,"HONEY - PRODUCTION, MEASURED IN LB",344000
2011,MISSOURI,29,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",43
2011,MONTANA,30,"HONEY - PRODUCTION, MEASURED IN $",22678000
2011,MONTANA,30,"HONEY - PRODUCTION, MEASURED IN LB",13340000
2011,MONTANA,30,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",92
2011,NEBRASKA,31,"HONEY - PRODUCTION, MEASURED IN $",4233000
2011,NEBRASKA,31,"HONEY - PRODUCTION, MEASURED IN LB",2419000
2011,NEBRASKA,31,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",59
2011,NEW JERSEY,34,"HONEY - PRODUCTION, MEASURED IN $",1669000
2011,NEW JERSEY,34,"HONEY - PRODUCTION, MEASURED IN LB",451000
2011,NEW JERSEY,34,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",41
2011,NEW MEXICO,35,"HONEY - PRODUCTION, MEASURED IN $",662000
2011,NEW MEXICO,35,"HONEY - PRODUCTION, MEASURED IN LB",392000
2011,NEW MEXICO,35,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",56
2011,NEW YORK,36,"HONEY - PRODUCTION, MEASURED IN $",5378000
2011,NEW YORK,36,"HONEY - PRODUCTION, MEASURED IN LB",2744000
2011,NEW YORK,36,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",56
2011,NORTH CAROLINA,37,"HONEY - PRODUCTION, MEASURED IN $",2456000
2011,NORTH CAROLINA,37,"HONEY - PRODUCTION, MEASURED IN LB",868000
2011,NORTH CAROLINA,37,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",62
2011,NORTH DAKOTA,38,"HONEY - PRODUCTION, MEASURED IN $",54542000
2011,NORTH DAKOTA,38,"HONEY - PRODUCTION, MEASURED IN LB",32660000
2011,NORTH DAKOTA,38,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",71
2011,OHIO,39,"HONEY - PRODUCTION, MEASURED IN $",2317000
2011,OHIO,39,"HONEY - PRODUCTION, MEASURED IN LB",990000
2011,OHIO,39,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",66
2011,OREGON,41,"HONEY - PRODUCTION, MEASURED IN $",3427000
2011,OREGON,41,"HONEY - PRODUCTION, MEASURED IN LB",2040000
2011,OREGON,41,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",34
2011,OTHER STATES,,"HONEY - PRODUCTION, MEASURED IN $",3456000
2011,OTHER STATES,,"HONEY - PRODUCTION, MEASURED IN LB",1156000
2011,OTHER STATES,,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",46
2011,PENNSYLVANIA,42,"HONEY - PRODUCTION, MEASURED IN $",2693000
2011,PENNSYLVANIA,42,"HONEY - PRODUCTION, MEASURED IN LB",1056000
2011,PENNSYLVANIA,42,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",44
2011,SOUTH DAKOTA,46,"HONEY - PRODUCTION, MEASURED IN $",28050000
2011,SOUTH DAKOTA,46,"HONEY - PRODUCTION, MEASURED IN LB",16500000
2011,SOUTH DAKOTA,46,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",66
2011,TENNESSEE,47,"HONEY - PRODUCTION, MEASURED IN $",902000
2011,TENNESSEE,47,"HONEY - PRODUCTION, MEASURED IN LB",308000
2011,TENNESSEE,47,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",44
2011,TEXAS,48,"HONEY - PRODUCTION, MEASURED IN $",8053000
2011,TEXAS,48,"HONEY - PRODUCTION, MEASURED IN LB",4524000
2011,TEXAS,48,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",58
2011,UTAH,49,"HONEY - PRODUCTION, MEASURED IN $",1570000
2011,UTAH,49,"HONEY - PRODUCTION, MEASURED IN LB",897000
2011,UTAH,49,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",39
2011,VERMONT,50,"HONEY - PRODUCTION, MEASURED IN $",397000
2011,VERMONT,50,"HONEY - PRODUCTION, MEASURED IN LB",172000
2011,VERMONT,50,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",43
2011,VIRGINIA,51,"HONEY - PRODUCTION, MEASURED IN $",651000
2011,VIRGINIA,51,"HONEY - PRODUCTION, MEASURED IN LB",160000
2011,VIRGINIA,51,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",40
2011,WASHINGTON,53,"HONEY - PRODUCTION, MEASURED IN $",5207000
2011,WASHINGTON,53,"HONEY - PRODUCTION, MEASURED IN LB",2698000
2011,WASHINGTON,53,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",38
2011,WEST VIRGINIA,54,"HONEY - PRODUCTION, MEASURED IN $",545000
2011,WEST VIRGINIA,54,"HONEY - PRODUCTION, MEASURED IN LB",212000
2011,WEST VIRGINIA,54,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",53
2011,WISCONSIN,55,"HONEY - PRODUCTION, MEASURED IN $",6787000
2011,WISCONSIN,55,"HONEY - PRODUCTION, MEASURED IN LB",3591000
2011,WISCONSIN,55,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",63
2011,WYOMING,56,"HONEY - PRODUCTION, MEASURED IN $",3251000
2011,WYOMING,56,"HONEY - PRODUCTION, MEASURED IN LB",1890000
2011,WYOMING,56,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",54
2010,ALABAMA,1,"HONEY - PRODUCTION, MEASURED IN $",1166000
2010,ALABAMA,1,"HONEY - PRODUCTION, MEASURED IN LB",486000
2010,ALABAMA,1,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",54
2010,ARIZONA,4,"HONEY - PRODUCTION, MEASURED IN $",2809000
2010,ARIZONA,4,"HONEY - PRODUCTION, MEASURED IN LB",1848000
2010,ARIZONA,4,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",77
2010,ARKANSAS,5,"HONEY - PRODUCTION, MEASURED IN $",2205000
2010,ARKANSAS,5,"HONEY - PRODUCTION, MEASURED IN LB",1500000
2010,ARKANSAS,5,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",60
2010,CALIFORNIA,6,"HONEY - PRODUCTION, MEASURED IN $",42579000
2010,CALIFORNIA,6,"HONEY - PRODUCTION, MEASURED IN LB",27470000
2010,CALIFORNIA,6,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",67
2010,COLORADO,8,"HONEY - PRODUCTION, MEASURED IN $",2894000
2010,COLORADO,8,"HONEY - PRODUCTION, MEASURED IN LB",1904000
2010,COLORADO,8,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",56
2010,FLORIDA,12,"HONEY - PRODUCTION, MEASURED IN $",21528000
2010,FLORIDA,12,"HONEY - PRODUCTION, MEASURED IN LB",13800000
2010,FLORIDA,12,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",69
2010,GEORGIA,13,"HONEY - PRODUCTION, MEASURED IN $",4225000
2010,GEORGIA,13,"HONEY - PRODUCTION, MEASURED IN LB",2530000
2010,GEORGIA,13,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",46
2010,HAWAII,15,"HONEY - PRODUCTION, MEASURED IN $",2118000
2010,HAWAII,15,"HONEY - PRODUCTION, MEASURED IN LB",770000
